"TEAM_ID","PLAYER_ID","PLAYER_NAME","PTS_pred","TOTAL"
1610612741,201609,"Goran Dragic",12.3777726098824,145.414211380557
1610612741,201942,"DeMar DeRozan",17.3949431480762,145.414211380557
1610612741,201976,"Patrick Beverley",9.05065739686868,145.414211380557
1610612741,202696,"Nikola Vucevic",14.88559542598,145.414211380557
1610612741,203083,"Andre Drummond",14.2059842775747,145.414211380557
1610612741,203897,"Zach LaVine",19.9699285931153,145.414211380557
1610612741,1627884,"Derrick Jones Jr.",6.52619145459809,145.414211380557
1610612741,1627936,"Alex Caruso",4.65110931625568,145.414211380557
1610612741,1628396,"Tony Bradley",2.35489321317457,145.414211380557
1610612741,1629632,"Coby White",15.6202626121775,145.414211380557
1610612741,1630172,"Patrick Williams",4.96678538051573,145.414211380557
1610612741,1630245,"Ayo Dosunmu",6.21241353373359,145.414211380557
1610612741,1630678,"Terry Taylor",17.1976744186046,145.414211380557
