,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,NICKNAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
5,22201175,1610612744,GSW,Golden State,1630228,Jonathan Kuminga,Jonathan,,,22:37,3,5,0.6,1,2,0.5,2,2,1,0,1,1,2,2,0,0,2,9,-1
6,22201175,1610612744,GSW,Golden State,1629673,Jordan Poole,Jordan,,,19:43,7,13,0.538,0,3,0,3,3,1,0,2,2,3,1,0,1,4,17,-6
7,22201175,1610612744,GSW,Golden State,1630237,Anthony Lamb,Anthony,,,15:10,2,4,0.5,0,2,0,4,4,1,3,5,8,0,1,1,2,1,8,-2
8,22201175,1610612744,GSW,Golden State,1627780,Gary Payton II,Gary,,,11:20,1,2,0.5,0,0,0,0,0,0,1,1,2,1,0,0,0,1,2,-12
9,22201175,1610612744,GSW,Golden State,1631116,Patrick Baldwin Jr.,Patrick,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
10,22201175,1610612744,GSW,Golden State,203210,JaMychal Green,JaMychal,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
11,22201175,1610612744,GSW,Golden State,1630541,Moses Moody,Moses,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
12,22201175,1610612744,GSW,Golden State,1631311,Lester Quinones,Lester,,DNP - Coach's Decision,,,,,,,,,,,,,,,,,,,,
13,22201175,1610612743,DEN,Denver,1629008,Michael Porter Jr.,Michael,F,,33:39:00,10,17,0.588,4,8,0.5,5,6,0.833,3,8,11,0,0,0,1,1,29,4
14,22201175,1610612743,DEN,Denver,203932,Aaron Gordon,Aaron,F,,38:56:00,6,18,0.333,0,3,0,1,2,0.5,6,4,10,7,2,0,2,3,13,9
15,22201175,1610612743,DEN,Denver,201145,Jeff Green,Jeff,C,,26:11:00,4,8,0.5,1,5,0.2,1,1,1,0,4,4,3,0,1,0,1,10,1
16,22201175,1610612743,DEN,Denver,203484,Kentavious Caldwell-Pope,Kentavious,G,,20:59,1,6,0.167,0,3,0,1,1,1,0,4,4,0,3,0,3,2,3,-8
17,22201175,1610612743,DEN,Denver,1627750,Jamal Murray,Jamal,G,,41:30:00,10,21,0.476,3,8,0.375,3,3,1,1,2,3,8,2,2,3,2,26,8
18,22201175,1610612743,DEN,Denver,1628971,Bruce Brown,Bruce,,,31:43:00,5,11,0.455,0,1,0,4,5,0.8,3,1,4,3,2,1,1,4,14,0
19,22201175,1610612743,DEN,Denver,1631128,Christian Braun,Christian,,,16:04,3,10,0.3,0,3,0,0,0,0,1,4,5,1,2,0,0,1,6,7
