"TEAM_ID","PLAYER_ID","PLAYER_NAME","PTS_pred","TOTAL"
1610612737,203991,"Clint Capela",9.42720328852147,115.787657676741
1610612737,203992,"Bogdan Bogdanovic",9.84422728346521,115.787657676741
1610612737,1627749,"Dejounte Murray",10.4126164503759,115.787657676741
1610612737,1628381,"John Collins",22.4431162510385,115.787657676741
1610612737,1628988,"Aaron Holiday",4.73393819573366,115.787657676741
1610612737,1629027,"Trae Young",20.9146690955051,115.787657676741
1610612737,1629631,"De'Andre Hunter",12.8789206636155,115.787657676741
1610612737,1630168,"Onyeka Okongwu",3.68294006653649,115.787657676741
1610612737,1630180,"Saddiq Bey",9.16472429443373,115.787657676741
1610612737,1630235,"Trent Forrest",6.28530208751505,115.787657676741
1610612737,1630552,"Jalen Johnson",6.00000000000002,115.787657676741
