TEAM_ID,PLAYER_ID,PLAYER_NAME,PTS_pred,START_POSITION,TEAM_CITY
1610612761,1627751,Jakob Poeltl,6.1254138222105095,C,Toronto
1610612761,1627783,Pascal Siakam,11.9210176058337,F,Toronto
1610612761,1627832,Fred VanVleet,11.9596193691452,G,Toronto
1610612761,1628384,O.G. Anunoby,12.1962677355955,F,Toronto
1610612761,1630567,Scottie Barnes,21.5,G,Toronto
1610612766,1626179,Terry Rozier,12.347884922804502,G,Charlotte
1610612766,1628372,Dennis Smith Jr.,9.522136009653039,G,Charlotte
1610612766,1629004,Svi Mykhailiuk,10.8471456118104,G,Charlotte
1610612766,1630177,Theo Maledon,10.6998769783216,G,Charlotte
1610612766,1630550,JT Thor,5.932098765432099,F,Charlotte
