TEAM_ID,PLAYER_ID,PLAYER_NAME,PTS_pred,START_POSITION,TEAM_CITY
1610612737,203991,Clint Capela,9.42720328852147,C,Atlanta
1610612737,1627749,Dejounte Murray,10.4126164503759,G,Atlanta
1610612737,1628381,John Collins,22.4431162510385,F,Atlanta
1610612737,1629027,Trae Young,20.9146690955051,G,Atlanta
1610612737,1630180,Saddiq Bey,9.16472429443373,F,Atlanta
1610612742,202681,Kyrie Irving,24.365068748963598,G,Dallas
1610612742,203493,Reggie Bullock,9.55249285371541,F,Dallas
1610612742,203939,Dwight Powell,7.0045714583733,C,Dallas
1610612742,1629029,Luka Doncic,21.868237560630302,G,Dallas
1610612742,1630182,Josh Green,5.35585886588226,F,Dallas
